"","Year","Month","Rain","Site","Spring"
"704","2013","6",82.8,"Beechworth",0
"705","2013","7",83.4,"Beechworth",1
"706","2013","8",90.2,"Beechworth",1
"707","2013","9",50.8,"Beechworth",1
"708","2013","10",28.4,"Beechworth",1
"709","2013","11",24.2,"Beechworth",1
"710","2013","12",63.2,"Beechworth",1
"711","2014","1",40.4,"Beechworth",0
"712","2014","2",22,"Beechworth",0
"713","2014","3",77.6,"Beechworth",0
"714","2014","4",98.8,"Beechworth",0
"715","2014","5",66,"Beechworth",0
"716","2014","6",78.6,"Beechworth",0
"717","2014","7",48.2,"Beechworth",1
"718","2014","8",12,"Beechworth",1
"719","2014","9",71.8,"Beechworth",1
"720","2014","10",18.4,"Beechworth",1
"721","2014","11",68,"Beechworth",1
"722","2014","12",34.6,"Beechworth",1
"723","2015","1",60.8,"Beechworth",0
"724","2015","2",22.4,"Beechworth",0
"725","2015","3",6.8,"Beechworth",0
"726","2015","4",111,"Beechworth",0
"727","2015","5",72.6,"Beechworth",0
"728","2015","6",59.4,"Beechworth",0
"729","2015","7",57,"Beechworth",1
"730","2015","8",89.8,"Beechworth",1
"731","2015","9",22.8,"Beechworth",1
"732","2015","10",25,"Beechworth",1
"733","2015","11",80.4,"Beechworth",1
"734","2015","12",40.2,"Beechworth",1
"735","2016","1",115.4,"Beechworth",0
"736","2016","2",32.2,"Beechworth",0
"737","2016","3",23.8,"Beechworth",0
"738","2016","4",13.8,"Beechworth",0
"739","2016","5",129.2,"Beechworth",0
"740","2016","6",103.6,"Beechworth",0
"741","2016","7",52.4,"Beechworth",1
"742","1996","1",43.8,"BlackRange",0
"743","1996","2",46.2,"BlackRange",0
"744","1996","3",59.2,"BlackRange",0
"745","1996","4",22,"BlackRange",0
"746","1996","5",27.2,"BlackRange",0
"747","1996","6",92.4,"BlackRange",0
"748","1996","7",89.2,"BlackRange",1
"749","1996","8",66,"BlackRange",1
"750","1996","9",93.4,"BlackRange",1
"751","1996","10",20.6,"BlackRange",1
"752","1996","11",6.8,"BlackRange",1
"753","1996","12",10.6,"BlackRange",1
"754","1997","1",49.4,"BlackRange",0
"755","1997","2",0.8,"BlackRange",0
"756","1997","3",4.2,"BlackRange",0
"757","1997","4",3.2,"BlackRange",0
"758","1997","5",63.4,"BlackRange",0
"759","1997","6",21.4,"BlackRange",0
"760","1997","7",16,"BlackRange",1
"761","1997","8",55,"BlackRange",1
"762","1997","9",96,"BlackRange",1
"763","1997","10",23,"BlackRange",1
"764","1997","11",38.4,"BlackRange",1
"765","1997","12",3.4,"BlackRange",1
"766","1998","1",58.1,"BlackRange",0
"767","1998","2",31.6,"BlackRange",0
"768","1998","3",0,"BlackRange",0
"769","1998","4",87.4,"BlackRange",0
"770","1998","5",10.8,"BlackRange",0
"771","1998","6",34.8,"BlackRange",0
"772","1998","7",67.4,"BlackRange",1
"773","1998","8",19.4,"BlackRange",1
"774","1998","9",34.4,"BlackRange",1
"775","1998","10",48.6,"BlackRange",1
"776","1998","11",48.2,"BlackRange",1
"777","1998","12",26.6,"BlackRange",1
"778","1999","1",11.8,"BlackRange",0
"779","1999","2",55.4,"BlackRange",0
"780","1999","3",38.8,"BlackRange",0
"781","1999","4",7,"BlackRange",0
"782","1999","5",55.4,"BlackRange",0
"783","1999","6",48.8,"BlackRange",0
"784","1999","7",23.6,"BlackRange",1
"785","1999","8",100,"BlackRange",1
"786","1999","9",25.2,"BlackRange",1
"787","1999","10",46.6,"BlackRange",1
"788","1999","11",70.4,"BlackRange",1
"789","1999","12",76.4,"BlackRange",1
"790","2000","1",7,"BlackRange",0
"791","2000","2",47.8,"BlackRange",0
"792","2000","3",6.6,"BlackRange",0
"793","2000","4",67,"BlackRange",0
"794","2000","5",37.4,"BlackRange",0
"795","2000","6",26.6,"BlackRange",0
"796","2000","7",62,"BlackRange",1
"797","2000","8",34.6,"BlackRange",1
"798","2000","9",56.2,"BlackRange",1
"799","2000","10",65.6,"BlackRange",1
"800","2000","11",31.6,"BlackRange",1
"801","2000","12",23,"BlackRange",1
"802","2001","1",27.6,"BlackRange",0
"803","2001","2",2.8,"BlackRange",0
"804","2001","3",42,"BlackRange",0
"805","2001","4",18.4,"BlackRange",0
"806","2001","5",11.4,"BlackRange",0
"807","2001","6",47.2,"BlackRange",0
"808","2001","7",20.8,"BlackRange",1
"809","2001","8",27.8,"BlackRange",1
"810","2001","8",27.8,"BlackRange",1
"811","2001","8",27.8,"BlackRange",1
"812","2001","8",27.8,"BlackRange",1
"813","2001","9",54.4,"BlackRange",1
"814","2001","10",47.2,"BlackRange",1
"815","2001","11",24.6,"BlackRange",1
"816","2001","12",11.6,"BlackRange",1
"817","2002","1",9.4,"BlackRange",0
"818","2002","2",32,"BlackRange",0
"819","2002","3",7.2,"BlackRange",0
"820","2002","4",15.6,"BlackRange",0
"821","2002","5",27,"BlackRange",0
"822","2002","6",28.6,"BlackRange",0
"823","2002","7",17.6,"BlackRange",1
"824","2002","8",26.4,"BlackRange",1
"825","2002","9",23.8,"BlackRange",1
"826","2002","10",21.2,"BlackRange",1
"827","2002","11",16.4,"BlackRange",1
"828","2002","12",34.6,"BlackRange",1
"829","2003","1",6.4,"BlackRange",0
"830","2003","2",48.8,"BlackRange",0
"831","2003","3",1.2,"BlackRange",0
"832","2003","4",35.6,"BlackRange",0
"833","2003","5",33.8,"BlackRange",0
"834","2003","6",42.2,"BlackRange",0
"835","2003","7",41.8,"BlackRange",1
"836","2003","8",100,"BlackRange",1
"837","2003","9",26.4,"BlackRange",1
"838","2003","10",56.8,"BlackRange",1
"839","2003","11",17.6,"BlackRange",1
"840","2003","12",33.4,"BlackRange",1
"841","2004","1",19.6,"BlackRange",0
"842","2004","2",2.8,"BlackRange",0
"843","2004","3",9.4,"BlackRange",0
"844","2004","4",10.8,"BlackRange",0
"845","2004","5",28.6,"BlackRange",0
"846","2004","6",70.2,"BlackRange",0
"847","2004","7",39.8,"BlackRange",1
"848","2004","8",34,"BlackRange",1
"849","2004","9",38.4,"BlackRange",1
"850","2004","10",11.2,"BlackRange",1
"851","2004","11",68.2,"BlackRange",1
"852","2004","12",39.6,"BlackRange",1
"853","2005","1",14.6,"BlackRange",0
"854","2005","2",51.8,"BlackRange",0
"855","2005","3",3.8,"BlackRange",0
"856","2005","4",11.2,"BlackRange",0
"857","2005","5",12.6,"BlackRange",0
"858","2005","6",79.4,"BlackRange",0
"859","2005","7",28.8,"BlackRange",1
"860","2005","8",46,"BlackRange",1
"861","2005","9",57.6,"BlackRange",1
"862","2005","10",49.2,"BlackRange",1
"863","2005","11",33.4,"BlackRange",1
"864","2005","12",46,"BlackRange",1
"865","2006","1",30.6,"BlackRange",0
"866","2006","2",9.2,"BlackRange",0
"867","2006","3",8.2,"BlackRange",0
"868","2006","4",30,"BlackRange",0
"869","2006","5",17.8,"BlackRange",0
"870","2006","6",26.2,"BlackRange",0
"871","2006","7",55.4,"BlackRange",1
"872","2006","8",28,"BlackRange",1
"873","2006","9",32.2,"BlackRange",1
"874","2006","10",2,"BlackRange",1
"875","2006","11",11.4,"BlackRange",1
"876","2006","12",13.6,"BlackRange",1
"877","2007","1",75.8,"BlackRange",0
"878","2007","2",16.6,"BlackRange",0
"879","2007","3",16,"BlackRange",0
"880","2007","4",39,"BlackRange",0
"881","2007","5",106.4,"BlackRange",0
"882","2007","6",15,"BlackRange",0
"883","2007","7",49.2,"BlackRange",1
"884","2007","8",15.8,"BlackRange",1
"885","2007","9",28.8,"BlackRange",1
"886","2007","10",7.6,"BlackRange",1
"887","2007","11",53.4,"BlackRange",1
"888","2007","12",58.4,"BlackRange",1
"889","2008","1",20,"BlackRange",0
"890","2008","2",7.4,"BlackRange",0
"891","2008","3",15.8,"BlackRange",0
"892","2008","4",11,"BlackRange",0
"893","2008","5",28,"BlackRange",0
"894","2008","6",21.8,"BlackRange",0
"895","2008","7",53.4,"BlackRange",1
"896","2008","8",40.4,"BlackRange",1
"897","2008","9",13.6,"BlackRange",1
"898","2008","10",6.2,"BlackRange",1
"899","2008","11",55.4,"BlackRange",1
"900","2008","12",61.6,"BlackRange",1
"901","2009","1",0,"BlackRange",0
"902","2009","2",1.8,"BlackRange",0
"903","2009","3",19.4,"BlackRange",0
"904","2009","4",26.4,"BlackRange",0
"905","2009","5",22,"BlackRange",0
"906","2009","6",65.4,"BlackRange",0
"907","2009","7",68.2,"BlackRange",1
"908","2009","8",45.2,"BlackRange",1
"909","2009","9",65.8,"BlackRange",1
"910","2009","10",19.4,"BlackRange",1
"911","2009","11",95,"BlackRange",1
"912","2009","12",23.6,"BlackRange",1
"913","2010","1",8.8,"BlackRange",0
"914","2010","2",32.2,"BlackRange",0
"915","2010","3",81.2,"BlackRange",0
"916","2010","4",68.2,"BlackRange",0
"917","2010","5",30.6,"BlackRange",0
"918","2010","6",36.2,"BlackRange",0
"919","2010","7",49.2,"BlackRange",1
"920","2010","8",93.4,"BlackRange",1
"921","2010","9",97.4,"BlackRange",1
"922","2010","10",118.6,"BlackRange",1
"923","2010","11",117.4,"BlackRange",1
"924","2010","12",60.8,"BlackRange",1
"925","2011","1",215.8,"BlackRange",0
"926","2011","2",58.6,"BlackRange",0
"927","2011","3",51.2,"BlackRange",0
"928","2011","4",13.2,"BlackRange",0
"929","2011","5",31.2,"BlackRange",0
"930","2011","6",21,"BlackRange",0
"931","2011","7",44.8,"BlackRange",1
"932","2011","8",48.2,"BlackRange",1
"933","2011","9",15.4,"BlackRange",1
"934","2011","10",44.8,"BlackRange",1
"935","2011","11",67,"BlackRange",1
"936","2011","12",55.4,"BlackRange",1
"937","2012","1",16,"BlackRange",0
"938","2012","2",32.8,"BlackRange",0
"939","2012","3",45.2,"BlackRange",0
"940","2012","4",14.8,"BlackRange",0
"941","2012","5",41.6,"BlackRange",0
"942","2012","6",43.8,"BlackRange",0
"943","2012","7",47.8,"BlackRange",1
"944","2012","8",36.2,"BlackRange",1
"945","2012","9",36.2,"BlackRange",1
"946","2012","10",14.6,"BlackRange",1
"947","2012","11",15.2,"BlackRange",1
"948","2012","12",17.8,"BlackRange",1
"949","2013","1",0,"BlackRange",0
"950","2013","2",31.6,"BlackRange",0
"951","2013","3",6.4,"BlackRange",0
"952","2013","4",4,"BlackRange",0
"953","2013","5",15.8,"BlackRange",0
"954","2013","6",69,"BlackRange",0
"955","2013","7",73.6,"BlackRange",1
"956","2013","8",63.6,"BlackRange",1
"957","2013","9",43.6,"BlackRange",1
"958","2013","10",50.8,"BlackRange",1
"959","2013","11",21.4,"BlackRange",1
"960","2013","12",16.2,"BlackRange",1
"961","2014","1",29.8,"BlackRange",0
"962","2014","2",2.4,"BlackRange",0
"963","2014","3",15,"BlackRange",0
"964","2014","4",55,"BlackRange",0
"965","2014","5",23.8,"BlackRange",0
"966","2014","6",52,"BlackRange",0
"967","2014","7",45.2,"BlackRange",1
"968","2014","8",10.8,"BlackRange",1
"969","2014","9",35.1,"BlackRange",1
"970","2014","10",10.4,"BlackRange",1
"971","2014","11",19.6,"BlackRange",1
"972","2014","11",19.6,"BlackRange",1
"973","2014","12",8.2,"BlackRange",1
"974","2015","1",44.4,"BlackRange",0
"975","2015","1",44.4,"BlackRange",0
"976","2015","2",18.8,"BlackRange",0
"977","2015","3",11.2,"BlackRange",0
"978","2015","4",20,"BlackRange",0
"979","2015","5",39,"BlackRange",0
"980","2015","6",35.4,"BlackRange",0
"981","2015","7",26.2,"BlackRange",1
"982","2015","7",26.2,"BlackRange",1
"983","2015","8",14.6,"BlackRange",1
"984","2015","8",14.6,"BlackRange",1
"985","2015","9",35.8,"BlackRange",1
"986","2015","9",35.8,"BlackRange",1
"987","2015","10",2,"BlackRange",1
"988","2015","10",2,"BlackRange",1
"989","2015","11",15.8,"BlackRange",1
"990","2015","11",15.8,"BlackRange",1
"991","2015","12",9.4,"BlackRange",1
"992","2015","12",9.4,"BlackRange",1
"993","2016","1",18.6,"BlackRange",0
"994","2016","1",18.6,"BlackRange",0
"995","2016","2",7,"BlackRange",0
"996","2016","2",7,"BlackRange",0
"997","2016","3",33.6,"BlackRange",0
"998","2016","3",33.6,"BlackRange",0
"999","2016","4",5.4,"BlackRange",0
"1000","2016","4",5.4,"BlackRange",0
"1001","2016","5",55,"BlackRange",0
"1002","2016","5",55,"BlackRange",0
"1003","2016","6",50,"BlackRange",0
"1004","2016","6",50,"BlackRange",0
"1005","2016","7",23.2,"BlackRange",1
"1006","2016","7",23.2,"BlackRange",1
"1007","1996","1",21.2,"Chatsworth",0
"1008","1996","2",41,"Chatsworth",0
"1009","1996","3",37.6,"Chatsworth",0
"1010","1996","4",40.6,"Chatsworth",0
"1011","1996","5",6.8,"Chatsworth",0
"1012","1996","6",63.8,"Chatsworth",0
"1013","1996","7",75.6,"Chatsworth",1
"1014","1996","8",73,"Chatsworth",1
"1015","1996","9",75.4,"Chatsworth",1
"1016","1996","10",23.6,"Chatsworth",1
"1017","1996","11",21.8,"Chatsworth",1
"1018","1996","12",35.6,"Chatsworth",1
"1019","1997","1",38.6,"Chatsworth",0
"1020","1997","2",11.2,"Chatsworth",0
"1021","1997","3",12.2,"Chatsworth",0
"1022","1997","4",5.4,"Chatsworth",0
"1023","1997","5",49.4,"Chatsworth",0
"1024","1997","6",25.6,"Chatsworth",0
"1025","1997","7",25.8,"Chatsworth",1
"1026","1997","8",42.4,"Chatsworth",1
"1027","1997","9",68.6,"Chatsworth",1
"1028","1997","10",49.4,"Chatsworth",1
"1029","1997","11",68.6,"Chatsworth",1
"1030","1997","12",4.4,"Chatsworth",1
"1031","1998","1",20.8,"Chatsworth",0
"1032","1998","2",23.4,"Chatsworth",0
"1033","1998","3",2.6,"Chatsworth",0
"1034","1998","4",61.4,"Chatsworth",0
"1035","1998","5",20,"Chatsworth",0
"1036","1998","6",71.8,"Chatsworth",0
"1037","1998","7",57.4,"Chatsworth",1
"1038","1998","8",22.8,"Chatsworth",1
"1039","1998","9",98.6,"Chatsworth",1
"1040","1998","10",51.2,"Chatsworth",1
"1041","1998","11",74.2,"Chatsworth",1
"1042","1998","12",23.4,"Chatsworth",1
"1043","1999","1",18.2,"Chatsworth",0
"1044","1999","2",117,"Chatsworth",0
"1045","1999","3",47,"Chatsworth",0
"1046","1999","4",10.8,"Chatsworth",0
"1047","1999","5",46.2,"Chatsworth",0
"1048","1999","6",24.4,"Chatsworth",0
"1049","1999","7",29,"Chatsworth",1
"1050","1999","8",72.4,"Chatsworth",1
"1051","1999","9",23.8,"Chatsworth",1
"1052","1999","10",48.8,"Chatsworth",1
"1053","1999","11",58,"Chatsworth",1
"1054","1999","12",50.6,"Chatsworth",1
"1055","2000","1",9.8,"Chatsworth",0
"1056","2000","2",14,"Chatsworth",0
"1057","2000","3",10.2,"Chatsworth",0
"1058","2000","4",55.8,"Chatsworth",0
"1059","2000","5",73,"Chatsworth",0
"1060","2000","6",37.6,"Chatsworth",0
"1061","2000","7",40.6,"Chatsworth",1
"1062","2000","8",36.2,"Chatsworth",1
"1063","2000","9",91.4,"Chatsworth",1
"1064","2000","10",83.5,"Chatsworth",1
"1065","2000","11",49.8,"Chatsworth",1
"1066","2000","12",25.6,"Chatsworth",1
"1067","2001","1",16.7,"Chatsworth",0
"1068","2001","2",21.6,"Chatsworth",0
"1069","2001","3",48.6,"Chatsworth",0
"1070","2001","4",72.6,"Chatsworth",0
"1071","2001","5",26,"Chatsworth",0
"1072","2001","6",52.8,"Chatsworth",0
"1073","2001","7",45.4,"Chatsworth",1
"1074","2001","8",119.6,"Chatsworth",1
"1075","2001","9",65.2,"Chatsworth",1
"1076","2001","10",103.6,"Chatsworth",1
"1077","2001","11",76.6,"Chatsworth",1
"1078","2001","12",41.8,"Chatsworth",1
"1079","2002","1",20,"Chatsworth",0
"1080","2002","2",56.6,"Chatsworth",0
"1081","2002","3",8.4,"Chatsworth",0
"1082","2002","4",27.8,"Chatsworth",0
"1083","2002","5",45.6,"Chatsworth",0
"1084","2002","6",56,"Chatsworth",0
"1085","2002","7",60,"Chatsworth",1
"1086","2002","8",31.4,"Chatsworth",1
"1087","2002","9",60.2,"Chatsworth",1
"1088","2002","10",46.4,"Chatsworth",1
"1089","2002","11",53.4,"Chatsworth",1
"1090","2002","12",22.4,"Chatsworth",1
"1091","2003","1",22,"Chatsworth",0
"1092","2003","2",40.6,"Chatsworth",0
"1093","2003","3",40.2,"Chatsworth",0
"1094","2003","4",27.2,"Chatsworth",0
"1095","2003","5",26.8,"Chatsworth",0
"1096","2003","6",69.4,"Chatsworth",0
"1097","2003","7",50,"Chatsworth",1
"1098","2003","8",87.4,"Chatsworth",1
"1099","2003","9",45.8,"Chatsworth",1
"1100","2003","10",93.6,"Chatsworth",1
"1101","2003","11",18,"Chatsworth",1
"1102","2003","12",48,"Chatsworth",1
"1103","2004","1",23.2,"Chatsworth",0
"1104","2004","2",29.6,"Chatsworth",0
"1105","2004","3",40.8,"Chatsworth",0
"1106","2004","4",41.8,"Chatsworth",0
"1107","2004","5",27.2,"Chatsworth",0
"1108","2004","6",97.2,"Chatsworth",0
"1109","2004","7",51,"Chatsworth",1
"1110","2004","8",64.2,"Chatsworth",1
"1111","2004","9",45.2,"Chatsworth",1
"1112","2004","10",23.8,"Chatsworth",1
"1113","2004","11",59,"Chatsworth",1
"1114","2004","12",87.4,"Chatsworth",1
"1115","2005","1",23.2,"Chatsworth",0
"1116","2005","2",95.2,"Chatsworth",0
"1117","2005","3",10.8,"Chatsworth",0
"1118","2005","4",19.4,"Chatsworth",0
"1119","2005","5",21.2,"Chatsworth",0
"1120","2005","6",52.4,"Chatsworth",0
"1121","2005","7",36.2,"Chatsworth",1
"1122","2005","8",60.8,"Chatsworth",1
"1123","2005","9",41.6,"Chatsworth",1
"1124","2005","10",62.4,"Chatsworth",1
"1125","2005","11",25.2,"Chatsworth",1
"1126","2005","12",26,"Chatsworth",1
"1127","2006","1",50.2,"Chatsworth",0
"1128","2006","2",23.6,"Chatsworth",0
"1129","2006","3",5.6,"Chatsworth",0
"1130","2006","4",46.4,"Chatsworth",0
"1131","2006","5",30.6,"Chatsworth",0
"1132","2006","6",20,"Chatsworth",0
"1133","2006","7",54.6,"Chatsworth",1
"1134","2006","8",29.4,"Chatsworth",1
"1135","2006","9",35.8,"Chatsworth",1
"1136","2006","10",12.2,"Chatsworth",1
"1137","2006","11",16.4,"Chatsworth",1
"1138","2006","12",12.4,"Chatsworth",1
"1139","2007","1",67.8,"Chatsworth",0
"1140","2007","2",10.6,"Chatsworth",0
"1141","2007","3",10.4,"Chatsworth",0
"1142","2007","4",44,"Chatsworth",0
"1143","2007","5",79,"Chatsworth",0
"1144","2007","6",27.4,"Chatsworth",0
"1145","2007","7",80.4,"Chatsworth",1
"1146","2007","8",40.4,"Chatsworth",1
"1147","2007","9",46.8,"Chatsworth",1
"1148","2007","10",26.8,"Chatsworth",1
"1149","2007","11",84.6,"Chatsworth",1
"1150","2007","12",91.4,"Chatsworth",1
"1151","2008","1",57.2,"Chatsworth",0
"1152","2008","2",20.6,"Chatsworth",0
"1153","2008","3",12.4,"Chatsworth",0
"1154","2008","4",14.4,"Chatsworth",0
"1155","2008","5",33.4,"Chatsworth",0
"1156","2008","6",22,"Chatsworth",0
"1157","2008","7",92.8,"Chatsworth",1
"1158","2008","8",84.5,"Chatsworth",1
"1159","2008","9",36.4,"Chatsworth",1
"1160","2008","10",11.6,"Chatsworth",1
"1161","2008","11",32.4,"Chatsworth",1
"1162","2008","12",97.6,"Chatsworth",1
"1163","2009","1",3.8,"Chatsworth",0
"1164","2009","2",0.2,"Chatsworth",0
"1165","2009","3",31.8,"Chatsworth",0
"1166","2009","4",39.6,"Chatsworth",0
"1167","2009","5",56.2,"Chatsworth",0
"1168","2009","6",40.2,"Chatsworth",0
"1169","2009","7",65.4,"Chatsworth",1
"1170","2009","8",96.4,"Chatsworth",1
"1171","2009","9",67,"Chatsworth",1
"1172","2009","10",37,"Chatsworth",1
"1173","2009","11",54.4,"Chatsworth",1
"1174","2009","12",34.4,"Chatsworth",1
"1175","2010","1",20.8,"Chatsworth",0
"1176","2010","2",57.6,"Chatsworth",0
"1177","2010","3",53,"Chatsworth",0
"1178","2010","4",53.2,"Chatsworth",0
"1179","2010","5",25.7,"Chatsworth",0
"1180","2010","6",42.6,"Chatsworth",0
"1181","2010","7",57.8,"Chatsworth",1
"1182","2010","8",155.2,"Chatsworth",1
"1183","2010","9",67.8,"Chatsworth",1
"1184","2010","10",76.6,"Chatsworth",1
"1185","2010","11",93,"Chatsworth",1
"1186","2010","12",98.4,"Chatsworth",1
"1187","2011","1",119.4,"Chatsworth",0
"1188","2011","2",50.4,"Chatsworth",0
"1189","2011","3",65,"Chatsworth",0
"1190","2011","4",35,"Chatsworth",0
"1191","2011","5",55.6,"Chatsworth",0
"1192","2011","6",42.4,"Chatsworth",0
"1193","2011","7",58.8,"Chatsworth",1
"1194","2011","8",32.4,"Chatsworth",1
"1195","2011","9",30.2,"Chatsworth",1
"1196","2011","10",66.2,"Chatsworth",1
"1197","2011","11",36.2,"Chatsworth",1
"1198","2011","12",26.6,"Chatsworth",1
"1199","2012","1",19.2,"Chatsworth",0
"1200","2012","2",6.8,"Chatsworth",0
"1201","2012","3",32.2,"Chatsworth",0
"1202","2012","4",28.8,"Chatsworth",0
"1203","2012","5",65.8,"Chatsworth",0
"1204","2012","6",51.2,"Chatsworth",0
"1205","2012","7",63.6,"Chatsworth",1
"1206","2012","8",68.2,"Chatsworth",1
"1207","2012","9",49.6,"Chatsworth",1
"1208","2012","10",35.6,"Chatsworth",1
"1209","2012","11",38.8,"Chatsworth",1
"1210","2012","12",17.6,"Chatsworth",1
"1211","2013","1",1.8,"Chatsworth",0
"1212","2013","2",43,"Chatsworth",0
"1213","2013","3",15.2,"Chatsworth",0
"1214","2013","4",11.8,"Chatsworth",0
"1215","2013","5",46.4,"Chatsworth",0
"1216","2013","6",70.8,"Chatsworth",0
"1217","2013","7",65.5,"Chatsworth",1
"1218","2013","8",80.4,"Chatsworth",1
"1219","2013","9",49.8,"Chatsworth",1
"1220","2013","10",70.4,"Chatsworth",1
"1221","2013","11",31.6,"Chatsworth",1
"1222","2013","12",22,"Chatsworth",1
"1223","2014","1",17.4,"Chatsworth",0
"1224","2014","2",12,"Chatsworth",0
"1225","2014","3",23.8,"Chatsworth",0
"1226","2014","4",78.8,"Chatsworth",0
"1227","2014","5",34.4,"Chatsworth",0
"1228","2014","6",80.8,"Chatsworth",0
"1229","2014","7",44,"Chatsworth",1
"1230","2014","8",36,"Chatsworth",1
"1231","2014","9",26,"Chatsworth",1
"1232","2014","10",26,"Chatsworth",1
"1233","2014","11",25,"Chatsworth",1
"1234","2014","12",29,"Chatsworth",1
"1235","2015","1",57.8,"Chatsworth",0
"1236","2015","2",19,"Chatsworth",0
"1237","2015","3",30,"Chatsworth",0
"1238","2015","4",24,"Chatsworth",0
"1239","2015","5",74,"Chatsworth",0
"1240","2015","6",55,"Chatsworth",0
"1241","2015","7",81,"Chatsworth",1
"1242","2015","8",34,"Chatsworth",1
"1243","2015","9",39,"Chatsworth",1
"1244","2015","10",10,"Chatsworth",1
"1245","2015","11",28.4,"Chatsworth",1
"1246","2015","12",35,"Chatsworth",1
"1247","2016","1",51.4,"Chatsworth",0
"1248","2016","2",11,"Chatsworth",0
"1249","2016","2",26,"Chatsworth",0
"1250","2016","3",29,"Chatsworth",0
"1251","2016","4",28,"Chatsworth",0
"1252","2016","5",108,"Chatsworth",0
"1253","2016","6",64,"Chatsworth",0
"1254","1996","1",10,"Cowangie",0
"1255","1996","2",19.2,"Cowangie",0
"1256","1996","3",44.4,"Cowangie",0
"1257","1996","4",14.4,"Cowangie",0
"1258","1996","5",9.2,"Cowangie",0
"1259","1996","6",55.2,"Cowangie",0
"1260","1996","7",43.6,"Cowangie",1
"1261","1996","8",52.2,"Cowangie",1
"1262","1996","9",53.2,"Cowangie",1
"1263","1996","10",14.6,"Cowangie",1
"1264","1996","11",3.8,"Cowangie",1
"1265","1996","12",12.4,"Cowangie",1
"1266","1997","1",25,"Cowangie",0
"1267","1997","2",20.6,"Cowangie",0
"1268","1997","3",3.2,"Cowangie",0
"1269","1997","4",0.8,"Cowangie",0
"1270","1997","5",29,"Cowangie",0
"1271","1997","6",14.2,"Cowangie",0
"1272","1997","7",11.8,"Cowangie",1
"1273","1997","8",31.2,"Cowangie",1
"1274","1997","9",49.4,"Cowangie",1
